Country/Region,0-20 years,21-35 years,36-50 years,51-65 years,66-80 years,81-90 years,91 years and older,source
Hungary,0,0.001845018,0.022140221,0.10701107,0.422509225,0.34501845,0.101476015,Tájékoztató oldal a koronavírusról; Nemzeti Népegészségügyi Központ
