Country/Region,0-19 years,20-29 years,30-39 years,40-49 years,50-59 years,60-69 years,70-79 years,80 years and older,source
Canada,0.0652,0.1279,0.1361,0.1539,0.1543,0.1006,0.077,0.185,Government of Canada
