Country/Region,0-4 years,5-14 years,15-24 years,25-34 years,35-44 years,45-54 years,55-64 years,65-74 years,75-84 years,85 years and older,source
Austria,0.006899862,0.024299514,0.093778124,0.14297714,0.14201716,0.20447591,0.162956741,0.086338273,0.08201836,0.054238915,BMSGPK (Österreich)
