Country/Region,Younger than 20 years,20-29 years,30-39 years,40-49 years,50-59 years,60 years and older,source
Singapore,0.03046595,0.252688172,0.189964158,0.154121864,0.173835125,0.198924731,The Straits Times; Ministry of Health Singapore
